276	288	2
275	289	2
275	288	2
275	287	2
275	286	2
274	290	2
274	285	2
274	278	2
273	290	2
273	287	2
273	281	2
273	280	2
273	278	2
272	290	2
272	287	2
272	281	2
271	289	2
271	281	2
270	288	2
270	287	2
270	286	2
270	285	2
270	283	2
269	287	2
269	283	2
268	286	2
268	279	2
268	278	2
268	277	2
268	276	2
268	275	2
268	274	2
267	286	2
267	285	2
267	284	2
267	283	2
267	282	2
267	279	2
267	273	2
266	279	2
265	286	2
265	285	2
265	284	2
265	283	2
265	282	2
265	278	2
265	273	2
264	286	2
264	276	2
264	275	2
263	287	2
263	283	2
263	280	2
262	288	2
262	287	2
262	286	2
262	285	2
262	283	2
261	289	2
261	281	2
261	279	2
260	290	2
260	287	2
260	281	2
259	290	2
259	287	2
259	281	2
259	280	2
259	279	2
258	290	2
258	285	2
257	289	2
257	288	2
257	287	2
257	286	2
256	288	2
255	287	2
255	286	2
254	286	2
254	283	2
253	285	2
253	283	2
379	385	3
379	383	3
378	386	3
378	383	3
377	387	3
377	386	3
376	388	3
375	389	3
375	388	3
375	387	3
375	386	3
374	390	3
374	385	3
374	378	3
373	390	3
373	387	3
373	381	3
373	380	3
373	378	3
372	390	3
372	387	3
372	381	3
371	389	3
371	381	3
370	388	3
370	387	3
370	386	3
370	385	3
370	383	3
369	387	3
369	383	3
368	386	3
368	379	3
368	378	3
368	377	3
368	376	3
368	375	3
368	374	3
367	386	3
367	385	3
367	384	3
367	383	3
367	382	3
367	379	3
367	373	3
366	379	3
365	386	3
365	385	3
365	384	3
365	383	3
365	382	3
365	378	3
365	373	3
364	386	3
364	376	3
364	375	3
363	387	3
363	383	3
363	380	3
362	388	3
362	387	3
362	386	3
362	385	3
362	383	3
361	389	3
361	381	3
361	379	3
360	390	3
360	387	3
360	381	3
359	390	3
359	387	3
359	381	3
359	380	3
359	379	3
358	390	3
358	385	3
357	389	3
357	388	3
357	387	3
357	386	3
356	388	3
355	387	3
355	386	3
354	386	3
354	383	3
353	385	3
353	383	3
479	485	1
479	483	1
478	486	1
478	483	1
477	487	1
477	486	1
476	488	1
475	489	1
475	488	1
475	487	1
475	486	1
474	490	1
474	485	1
474	478	1
473	490	1
473	487	1
473	481	1
473	480	1
473	478	1
472	490	1
472	487	1
472	481	1
471	489	1
471	481	1
470	488	1
470	487	1
470	486	1
470	485	1
470	483	1
469	487	1
469	483	1
468	486	1
468	479	1
468	478	1
468	477	1
468	476	1
468	475	1
468	474	1
467	486	1
467	485	1
467	484	1
467	483	1
467	482	1
467	479	1
467	473	1
466	479	1
465	486	1
465	485	1
465	484	1
465	483	1
465	482	1
465	478	1
465	473	1
464	486	1
464	476	1
464	475	1
463	487	1
463	483	1
463	480	1
462	488	1
462	487	1
462	486	1
462	485	1
462	483	1
461	489	1
461	481	1
461	479	1
460	490	1
460	487	1
460	481	1
459	490	1
459	487	1
459	481	1
459	480	1
459	479	1
458	490	1
458	485	1
457	489	1
457	488	1
457	487	1
457	486	1
456	488	1
455	487	1
455	486	1
454	486	1
454	483	1
453	485	1
453	483	1
579	585	2
579	583	2
578	586	2
578	583	2
577	587	2
577	586	2
576	588	2
575	589	2
575	588	2
575	587	2
575	586	2
574	590	2
574	585	2
574	578	2
573	590	2
573	587	2
573	581	2
573	580	2
573	578	2
572	590	2
572	587	2
572	581	2
571	589	2
571	581	2
570	588	2
570	587	2
570	586	2
570	585	2
570	583	2
569	587	2
569	583	2
568	586	2
568	579	2
568	578	2
568	577	2
568	576	2
568	575	2
568	574	2
567	586	2
567	585	2
567	584	2
567	583	2
567	582	2
567	579	2
567	573	2
566	579	2
565	586	2
565	585	2
565	584	2
565	583	2
565	582	2
565	578	2
565	573	2
564	586	2
564	576	2
564	575	2
563	587	2
563	583	2
563	580	2
562	588	2
562	587	2
562	586	2
562	585	2
562	583	2
561	589	2
561	581	2
561	579	2
560	590	2
560	587	2
560	581	2
559	590	2
559	587	2
559	581	2
559	580	2
559	579	2
558	590	2
558	585	2
557	589	2
557	588	2
557	587	2
557	586	2
556	588	2
555	587	2
555	586	2
554	586	2
554	583	2
553	585	2
553	583	2
679	685	3
679	683	3
678	686	3
678	683	3
677	687	3
677	686	3
676	688	3
675	689	3
675	688	3
675	687	3
675	686	3
674	690	3
674	685	3
674	678	3
673	690	3
673	687	3
673	681	3
673	680	3
673	678	3
672	690	3
672	687	3
672	681	3
671	689	3
671	681	3
670	688	3
670	687	3
670	686	3
670	685	3
670	683	3
669	687	3
669	683	3
668	686	3
668	679	3
668	678	3
668	677	3
668	676	3
668	675	3
668	674	3
667	686	3
667	685	3
667	684	3
667	683	3
667	682	3
667	679	3
667	673	3
666	679	3
665	686	3
665	685	3
665	684	3
665	683	3
665	682	3
665	678	3
665	673	3
664	686	3
664	676	3
664	675	3
663	687	3
663	683	3
663	680	3
662	688	3
662	687	3
662	686	3
662	685	3
662	683	3
661	689	3
661	681	3
661	679	3
660	690	3
660	687	3
660	681	3
659	690	3
659	687	3
659	681	3
659	680	3
659	679	3
658	690	3
658	685	3
657	689	3
657	688	3
657	687	3
657	686	3
656	688	3
655	687	3
655	686	3
654	686	3
654	683	3
653	685	3
653	683	3
779	785	1
779	783	1
778	786	1
778	783	1
777	787	1
777	786	1
776	788	1
775	789	1
775	788	1
775	787	1
775	786	1
774	790	1
774	785	1
774	778	1
773	790	1
773	787	1
773	781	1
773	780	1
773	778	1
772	790	1
772	787	1
772	781	1
771	789	1
771	781	1
770	788	1
770	787	1
770	786	1
770	785	1
770	783	1
769	787	1
769	783	1
768	786	1
768	779	1
768	778	1
768	777	1
768	776	1
768	775	1
768	774	1
767	786	1
767	785	1
767	784	1
767	783	1
767	782	1
767	779	1
767	773	1
766	779	1
765	786	1
765	785	1
765	784	1
765	783	1
765	782	1
765	778	1
765	773	1
764	786	1
764	776	1
764	775	1
763	787	1
763	783	1
763	780	1
762	788	1
762	787	1
762	786	1
762	785	1
762	783	1
761	789	1
761	781	1
761	779	1
760	790	1
760	787	1
760	781	1
759	790	1
759	787	1
759	781	1
759	780	1
759	779	1
758	790	1
758	785	1
757	789	1
757	788	1
757	787	1
757	786	1
756	788	1
755	787	1
755	786	1
754	786	1
754	783	1
753	785	1
753	783	1
879	885	4
879	883	4
878	886	4
878	883	4
877	887	4
877	886	4
876	888	4
875	889	4
875	888	4
875	887	4
875	886	4
874	890	4
874	885	4
874	878	4
873	890	4
873	887	4
873	881	4
873	880	4
873	878	4
872	890	4
872	887	4
872	881	4
871	889	4
871	881	4
870	888	4
870	887	4
870	886	4
870	885	4
870	883	4
869	887	4
869	883	4
868	886	4
868	879	4
868	878	4
868	877	4
868	876	4
868	875	4
868	874	4
867	886	4
867	885	4
867	884	4
867	883	4
867	882	4
867	879	4
867	873	4
866	879	4
865	886	4
865	885	4
865	884	4
865	883	4
865	882	4
865	878	4
865	873	4
864	886	4
864	876	4
864	875	4
863	887	4
863	883	4
863	880	4
862	888	4
862	887	4
862	886	4
862	885	4
862	883	4
861	889	4
861	881	4
861	879	4
860	890	4
860	887	4
860	881	4
859	890	4
859	887	4
859	881	4
859	880	4
859	879	4
858	890	4
858	885	4
857	889	4
857	888	4
857	887	4
857	886	4
856	888	4
855	887	4
855	886	4
854	886	4
854	883	4
853	885	4
853	883	4
1	520	2
2	520	2
1	521	2
2	521	2
11	520	2
11	521	2
11	522	2
12	519	2
13	518	2
14	518	2
12	523	2
13	524	2
14	524	2
15	521	2
16	519	2
17	520	2
17	521	2
17	522	2
16	523	2
18	521	2
21	518	2
21	519	2
21	520	2
22	518	2
22	519	2
22	520	2
23	517	2
23	521	2
25	516	2
25	517	2
25	521	2
25	522	2
36	518	2
35	518	2
36	519	2
35	519	2
599	520	3
598	520	3
599	521	3
598	521	3
589	520	3
589	521	3
589	522	3
588	519	3
587	518	3
586	518	3
588	523	3
587	524	3
586	524	3
585	521	3
584	519	3
583	520	3
583	521	3
583	522	3
584	523	3
582	521	3
579	518	3
579	519	3
579	520	3
578	518	3
578	519	3
578	520	3
577	517	3
577	521	3
575	516	3
575	517	3
575	521	3
575	522	3
564	518	3
565	518	3
564	519	3
565	519	3
